"ISSUEdtm","TARGETdtm","Power","U10","V10","U100","V100"
2012-01-01 12:00:00,2012-01-02 20:00:00,0,-1.202777213,0.455340962,-2.494521047,2.091423226
2012-01-01 12:00:00,2012-01-02 21:00:00,0.030524623,-1.878932234,0.27095442,-3.803093796,1.525021753
2012-01-01 12:00:00,2012-01-02 22:00:00,0.057137486,-1.447619918,-0.495349282,-2.6613304,-0.480938852
2012-01-01 12:00:00,2012-01-02 23:00:00,0.033643454,-1.28912075,0.019325997,-1.841788797,-0.05961753
2012-01-01 12:00:00,2012-01-03 00:00:00,0.010610492,-0.819703774,0.437156051,-1.147095188,0.468238664
2012-01-02 12:00:00,2012-01-03 01:00:00,0.191617324,-1.849580064,-1.862143769,-2.350273653,-2.541779401
2012-01-02 12:00:00,2012-01-03 02:00:00,0.392726241,0.463846686,-1.697785765,0.72588207,-2.284869902
2012-01-02 12:00:00,2012-01-03 03:00:00,0.27948501,3.447000597,-1.315160332,4.586008378,-1.765584743
2012-01-02 12:00:00,2012-01-03 04:00:00,0.129217178,5.079848125,-1.653080388,6.996706167,-2.341171345
2012-01-02 12:00:00,2012-01-03 05:00:00,0.117658111,4.975978403,-1.635987156,7.145317268,-2.425896818
2012-01-02 12:00:00,2012-01-03 06:00:00,0.187388399,4.99613223,-1.424294046,7.38986718,-2.147669296
2012-01-02 12:00:00,2012-01-03 07:00:00,0.209096886,4.671733136,-1.035532581,7.240785791,-1.596680412
2012-01-02 12:00:00,2012-01-03 08:00:00,0.190395639,3.621796285,-0.652907148,6.806239408,-1.164853807
2012-01-02 12:00:00,2012-01-03 09:00:00,0.150831684,2.444347723,-0.253626771,5.994992103,-0.465185382
2012-01-02 12:00:00,2012-01-03 10:00:00,0.132882246,1.980034564,0.487079967,5.001743229,1.159903856
2012-01-02 12:00:00,2012-01-03 11:00:00,0.192181183,2.04979781,0.485326815,3.545730674,0.689267518
2012-01-02 12:00:00,2012-01-03 12:00:00,0.240390935,2.334276824,0.176333768,4.722862271,0.515990259
2012-01-02 12:00:00,2012-01-03 13:00:00,0.341979128,2.937341328,0.976209387,7.037621249,2.638500018
2012-01-02 12:00:00,2012-01-03 14:00:00,0.54534347,4.08029584,2.084201477,7.473578496,3.90500919
2012-01-02 12:00:00,2012-01-03 15:00:00,0.759890956,4.648866295,2.374786428,7.611843254,3.977709112
2012-01-02 12:00:00,2012-01-03 16:00:00,0.828305606,3.881858163,2.245053177,6.215087024,3.737744707
2012-01-02 12:00:00,2012-01-03 17:00:00,0.714500502,3.74116895,2.832797399,5.773486317,4.499180734
2012-01-02 12:00:00,2012-01-03 18:00:00,0.7531247,3.776050573,3.773363469,5.768313146,5.805046254
2012-01-02 12:00:00,2012-01-03 19:00:00,0.696926967,3.152832243,4.72926962,4.812687335,7.26560409
2012-01-02 12:00:00,2012-01-03 20:00:00,0.723146305,2.059099576,4.496538686,3.088610454,6.844163188
2012-01-02 12:00:00,2012-01-03 21:00:00,0.595996603,1.744777396,5.191225183,2.514388448,7.606692447
2012-01-02 12:00:00,2012-01-03 22:00:00,0.409078084,1.321159463,5.474797525,1.834351577,7.808393735
2012-01-02 12:00:00,2012-01-03 23:00:00,0.278921149,1.139775024,5.484439862,1.548886583,7.661354043
2012-01-02 12:00:00,2012-01-04 00:00:00,0.282398265,1.003736694,5.230232816,1.352306076,7.200556791
2012-01-03 12:00:00,2012-01-04 01:00:00,0.318861001,1.400525018,5.498354513,1.865545731,7.507147578
2012-01-03 12:00:00,2012-01-04 02:00:00,0.270087394,0.992355582,5.596643637,1.308908959,7.608096667
2012-01-03 12:00:00,2012-01-04 03:00:00,0.245653601,0.555289195,5.284259392,0.722895541,7.153217641
2012-01-03 12:00:00,2012-01-04 04:00:00,0.229583677,0.524786858,5.010314953,0.672246154,6.726312458
2012-01-03 12:00:00,2012-01-04 05:00:00,0.304012772,0.525990898,5.001556516,0.679337068,6.712325536
2012-01-03 12:00:00,2012-01-04 06:00:00,0.422610647,0.262306218,4.893535796,0.344544614,6.600430161
2012-01-03 12:00:00,2012-01-04 07:00:00,0.461234838,0.025913103,4.705229406,0.027479446,6.391842586
2012-01-03 12:00:00,2012-01-04 08:00:00,0.404097346,-0.176766902,4.516436435,-0.268819472,6.237986445
2012-01-03 12:00:00,2012-01-04 09:00:00,0.316323649,-0.661192181,4.253196753,-1.011845992,6.286636608
2012-01-03 12:00:00,2012-01-04 10:00:00,0.298092277,-1.024009457,3.167150594,-2.031924663,5.99656001
2012-01-03 12:00:00,2012-01-04 11:00:00,0.076496567,-1.284483365,2.82508498,-2.643262774,5.531950951
2012-01-03 12:00:00,2012-01-04 12:00:00,0.075838735,-1.33384899,2.507348357,-2.86206813,5.114167674
2012-01-03 12:00:00,2012-01-04 13:00:00,0.031951884,-1.352712277,2.072345998,-3.11936702,4.519419429
2012-01-03 12:00:00,2012-01-04 14:00:00,0.007142184,-1.267225463,1.586252757,-3.252068416,3.800613267
2012-01-03 12:00:00,2012-01-04 15:00:00,0,-1.233512353,1.373617376,-3.349821735,3.408979453
2012-01-03 12:00:00,2012-01-04 16:00:00,0,-1.225084076,1.287979327,-3.393886702,3.224108833
2012-01-03 12:00:00,2012-01-04 17:00:00,0.009288953,-1.114713776,1.325932553,-3.080873485,3.13228165
2012-01-03 12:00:00,2012-01-04 18:00:00,0.01389672,-1.246355443,1.385781871,-3.074795559,3.064779548
2012-01-03 12:00:00,2012-01-04 19:00:00,0,-1.425757348,1.466554121,-2.980587697,2.793554888
2012-01-03 12:00:00,2012-01-04 20:00:00,0,-0.86106276,1.018414107,-2.629587439,2.733958438
2012-01-03 12:00:00,2012-01-04 21:00:00,0,-1.27685778,1.723954846,-1.882002475,2.412867361
2012-01-03 12:00:00,2012-01-04 22:00:00,0,-1.089830291,2.159930365,-1.476300878,2.844029433
2012-01-03 12:00:00,2012-01-04 23:00:00,0.019450124,-0.629887151,2.466962232,-0.833560147,3.219243817
2012-01-03 12:00:00,2012-01-05 00:00:00,0.058265199,-0.248607933,2.509294676,-0.327066268,3.252082677
2012-01-04 12:00:00,2012-01-05 01:00:00,0.073019454,0.973580216,3.121492365,1.276498398,4.071186855
2012-01-04 12:00:00,2012-01-05 02:00:00,0.094821916,0.995973743,3.516629479,1.285355229,4.612885435
2012-01-04 12:00:00,2012-01-05 03:00:00,0.188140208,1.158793349,3.769091058,1.514451937,4.966043289
2012-01-04 12:00:00,2012-01-05 04:00:00,0.278075363,1.186318726,4.100302121,1.577040213,5.440527955
2012-01-04 12:00:00,2012-01-05 05:00:00,0.219246307,1.060821666,4.698798195,1.405808138,6.302916651
2012-01-04 12:00:00,2012-01-05 06:00:00,0.211822194,1.077616812,5.218081553,1.437692731,7.122015029
2012-01-04 12:00:00,2012-01-05 07:00:00,0.225260778,0.879340788,5.332036688,1.199148736,7.357833338
2012-01-04 12:00:00,2012-01-05 08:00:00,0.201296864,0.467393191,5.015649058,0.637035164,7.043408926
2012-01-04 12:00:00,2012-01-05 09:00:00,0.18062212,0.117027794,3.962258909,0.205412242,6.159944681
2012-01-04 12:00:00,2012-01-05 10:00:00,0.13034489,-0.044392216,2.355769447,-0.073873178,5.691156109
2012-01-04 12:00:00,2012-01-05 11:00:00,0.082511042,-0.355102409,2.60081931,-0.865673914,6.208931093
2012-01-04 12:00:00,2012-01-05 12:00:00,0.008645802,-0.640619883,2.129248874,-1.707663362,5.326606066
2012-01-04 12:00:00,2012-01-05 13:00:00,0.030354288,-0.746522606,1.819809727,-2.023557019,4.756996624
2012-01-04 12:00:00,2012-01-05 14:00:00,0.015694012,-0.859423307,1.691494392,-2.346536141,4.473900731
2012-01-04 12:00:00,2012-01-05 15:00:00,0.014754253,-1.002648576,1.536774819,-2.650030234,4.054668181
2012-01-04 12:00:00,2012-01-05 16:00:00,0.005826518,-1.163135522,1.458488568,-2.867908288,3.538032417
2012-01-04 12:00:00,2012-01-05 17:00:00,0.012780753,-1.176664945,1.375569994,-3.030283533,3.419553653
2012-01-04 12:00:00,2012-01-05 18:00:00,0.011840991,-1.410863918,1.219923956,-3.64730946,3.253797305
2012-01-04 12:00:00,2012-01-05 19:00:00,0.016351847,-1.575083119,0.934572887,-4.117311985,2.62551809
2012-01-04 12:00:00,2012-01-05 20:00:00,0.043698902,-1.785955502,0.80579432,-4.596171342,2.168691317
2012-01-04 12:00:00,2012-01-05 21:00:00,0.033361527,-2.782000939,1.167578711,-4.087198758,1.681105634
2012-01-04 12:00:00,2012-01-05 22:00:00,0.028286815,-3.143096568,1.190740324,-4.307438635,1.561487651
2012-01-04 12:00:00,2012-01-05 23:00:00,0.077342353,-3.096443386,0.978579951,-4.15805341,1.243645582
2012-01-04 12:00:00,2012-01-06 00:00:00,0.083356827,-2.813725103,0.408341045,-3.7222973,0.461002208
2012-01-05 12:00:00,2012-01-06 01:00:00,0.068320645,-2.588941929,0.099536237,-3.395313992,0.006668173
2012-01-05 12:00:00,2012-01-06 02:00:00,0.009394678,-2.342081664,-0.071169092,-3.041540101,-0.246612312
2012-01-05 12:00:00,2012-01-06 03:00:00,0,-1.936100626,-0.29443623,-2.482884983,-0.548761032
2012-01-05 12:00:00,2012-01-06 04:00:00,0.216051119,-1.10034479,-0.325780428,-1.357576381,-0.607760486
2012-01-05 12:00:00,2012-01-06 05:00:00,0.357391211,-0.803418487,-0.240427764,-0.959503847,-0.483206083
2012-01-05 12:00:00,2012-01-06 06:00:00,0.491777076,-0.827212248,-0.323369336,-0.998880419,-0.596437358
2012-01-05 12:00:00,2012-01-06 07:00:00,0.337468285,-0.27301591,-0.36532234,-0.296254709,-0.607164532
2012-01-05 12:00:00,2012-01-06 08:00:00,0.188892018,-0.340431565,-0.439101762,-0.409462354,-0.735890614
2012-01-05 12:00:00,2012-01-06 09:00:00,0.2747862,-0.733524316,-0.652724531,-0.5571245,-1.237683951
2012-01-05 12:00:00,2012-01-06 10:00:00,0.415280507,-1.021032255,-1.055376929,-0.9287409,-1.653659901
2012-01-05 12:00:00,2012-01-06 11:00:00,0.289916357,-1.277310883,-0.968095392,-1.625829279,-2.257361386
2012-01-05 12:00:00,2012-01-06 12:00:00,0.252325904,-1.307053084,-0.799318937,-1.611678324,-2.560702014
2012-01-05 12:00:00,2012-01-06 13:00:00,0.276101866,-1.43841447,-1.035605973,-1.622137726,-3.545218159
2012-01-05 12:00:00,2012-01-06 14:00:00,0.203176389,-1.373477332,-1.673098752,-1.515697929,-5.05774962
2012-01-05 12:00:00,2012-01-06 15:00:00,0.1397425,-0.79945286,-2.272496274,-0.956427552,-6.317596551
2012-01-05 12:00:00,2012-01-06 16:00:00,0.161450989,-0.417761286,-2.588831571,-0.451915221,-7.228214389
2012-01-05 12:00:00,2012-01-06 17:00:00,0.233436701,-0.43164098,-2.797632156,-0.444532114,-7.735371313
2012-01-05 12:00:00,2012-01-06 18:00:00,0.307771814,-0.4197441,-3.072014449,-0.508519044,-8.126913145
2012-01-05 12:00:00,2012-01-06 19:00:00,0.33493092,-0.549618376,-3.275510631,-0.842604648,-8.368870503
2012-01-05 12:00:00,2012-01-06 20:00:00,0.430692596,-0.620503954,-3.45200258,-1.006263526,-8.469586743
2012-01-05 12:00:00,2012-01-06 21:00:00,0.234564419,-0.865381405,-4.03982686,-1.406797096,-8.11737788
2012-01-05 12:00:00,2012-01-06 22:00:00,0.178366694,-0.753848153,-4.544709567,-1.064097867,-7.564928445
2012-01-05 12:00:00,2012-01-06 23:00:00,0.099614696,-0.617529734,-4.594378067,-0.903515283,-7.435010455
2012-01-05 12:00:00,2012-01-07 00:00:00,0.061742316,-0.43015387,-5.313365762,-0.338092317,-7.918329216
2012-01-06 12:00:00,2012-01-07 01:00:00,0.113711114,-1.868353561,-4.659677993,-2.547139722,-6.990839065
2012-01-06 12:00:00,2012-01-07 02:00:00,0.08636406,-1.436902551,-5.422711539,-1.959126797,-8.389123234
2012-01-06 12:00:00,2012-01-07 03:00:00,0.032327789,-2.191941819,-4.535526454,-3.622875044,-8.855597204
2012-01-06 12:00:00,2012-01-07 04:00:00,0.010989335,-1.309471777,-4.10054296,-2.483861174,-7.76393434
2012-01-06 12:00:00,2012-01-07 05:00:00,0.009852811,-0.637477282,-3.390976135,-0.189118346,-6.905508461
2012-01-06 12:00:00,2012-01-07 06:00:00,0,1.904933705,-3.443083533,4.484539718,-7.038624204
2012-01-06 12:00:00,2012-01-07 07:00:00,0.010880675,3.478966263,-5.33571484,5.722053215,-8.28729538
2012-01-06 12:00:00,2012-01-07 08:00:00,0.065783291,0.915078179,-4.619351398,2.017870268,-7.6734839
2012-01-06 12:00:00,2012-01-07 09:00:00,0.028380791,0.581944545,-4.31123809,1.375533306,-7.170602205
2012-01-06 12:00:00,2012-01-07 10:00:00,0.018040481,0.974259512,-4.256865153,2.028615682,-7.444229009
2012-01-06 12:00:00,2012-01-07 11:00:00,0.009867492,1.756503103,-3.5862656,3.526406981,-6.322415998
2012-01-06 12:00:00,2012-01-07 12:00:00,0.063245936,2.511065102,-3.093737414,4.74481752,-5.461145765
2012-01-06 12:00:00,2012-01-07 13:00:00,0.077154402,2.554496565,-2.692283898,4.831974766,-4.830837035
2012-01-06 12:00:00,2012-01-07 14:00:00,0.113147258,2.56451921,-1.919735088,4.753772032,-3.660101144
2012-01-06 12:00:00,2012-01-07 15:00:00,0.224039089,3.346762801,-1.352444115,5.95845232,-2.533168297
2012-01-06 12:00:00,2012-01-07 16:00:00,0.252701808,3.489466177,-1.73758575,6.134557713,-2.896676671
2012-01-06 12:00:00,2012-01-07 17:00:00,0.216145093,3.429330306,-1.284931051,6.145303127,-2.035975309
2012-01-06 12:00:00,2012-01-07 18:00:00,0.264824735,3.445557446,-1.028018925,6.295141954,-1.617286477
2012-01-06 12:00:00,2012-01-07 19:00:00,0.266516299,3.642192198,-1.281759297,6.230072503,-1.9876213
2012-01-06 12:00:00,2012-01-07 20:00:00,0.285969359,3.833099725,-1.72716427,6.47065038,-2.595744073
2012-01-06 12:00:00,2012-01-07 21:00:00,0.324405595,3.942871553,-2.086478761,6.594819607,-3.103745604
2012-01-06 12:00:00,2012-01-07 22:00:00,0.598064087,4.52895766,-2.494728894,6.732122118,-3.53438072
2012-01-06 12:00:00,2012-01-07 23:00:00,0.676158244,5.283042391,-2.423590969,7.517731265,-3.350066615
2012-01-06 12:00:00,2012-01-08 00:00:00,0.561695321,6.826529745,-2.352906151,9.684126094,-3.333000494
2012-01-07 12:00:00,2012-01-08 01:00:00,0.719857131,8.84149642,-3.075946008,12.70714809,-4.392906012
2012-01-07 12:00:00,2012-01-08 02:00:00,0.871910501,7.604467741,-1.78294331,11.02903277,-2.517780292
2012-01-07 12:00:00,2012-01-08 03:00:00,0.935156436,6.776701485,-0.324452218,9.771387233,-0.340156155
2012-01-07 12:00:00,2012-01-08 04:00:00,0.96673242,6.695289068,-0.89817855,9.498780867,-1.183264189
2012-01-07 12:00:00,2012-01-08 05:00:00,0.984587884,7.200046056,-1.360250061,10.2391733,-1.927361697
2012-01-07 12:00:00,2012-01-08 06:00:00,0.973874607,7.642313513,-0.476482219,10.99354555,-0.745309656
2012-01-07 12:00:00,2012-01-08 07:00:00,0.96475893,7.666517205,-0.166939168,11.39465867,-0.262405559
2012-01-07 12:00:00,2012-01-08 08:00:00,0.943332364,6.708931148,-0.727207106,10.06765174,-1.056919469
2012-01-07 12:00:00,2012-01-08 09:00:00,0.717319782,6.032988049,-0.691816516,9.58588586,-1.072712559
2012-01-07 12:00:00,2012-01-08 10:00:00,0.676064276,5.208302263,-0.37928271,8.784197317,-0.604386699
2012-01-07 12:00:00,2012-01-08 11:00:00,0.804623591,4.748872188,-0.483959105,8.560520299,-0.764747305
2012-01-07 12:00:00,2012-01-08 12:00:00,0.687341405,4.384056544,-0.71524409,7.990574052,-1.111587858
2012-01-07 12:00:00,2012-01-08 13:00:00,0.71280894,4.648536885,-0.94403678,8.119618485,-1.505200254
2012-01-07 12:00:00,2012-01-08 14:00:00,0.830561007,3.931667543,-1.19326629,7.419014749,-1.947406773
2012-01-07 12:00:00,2012-01-08 15:00:00,0.896814187,3.925946671,-1.44748039,7.30610087,-2.342841449
2012-01-07 12:00:00,2012-01-08 16:00:00,0.912414227,4.003838551,-1.454458816,7.622797417,-2.405406382
2012-01-07 12:00:00,2012-01-08 17:00:00,0.817780265,4.130137815,-1.607984194,7.634088805,-2.589456623
2012-01-07 12:00:00,2012-01-08 18:00:00,0.86514422,4.043444592,-1.401123701,7.777113052,-2.301536444
2012-01-07 12:00:00,2012-01-08 19:00:00,0.692604049,4.101973519,-1.152891109,7.605053807,-1.739666897
2012-01-07 12:00:00,2012-01-08 20:00:00,0.652664206,3.899102576,-1.004350321,7.229211895,-1.410441714
2012-01-07 12:00:00,2012-01-08 21:00:00,0.723522207,5.59556133,-0.293547759,8.193819035,-0.601349566
2012-01-07 12:00:00,2012-01-08 22:00:00,0.756225892,6.225297382,0.598693886,9.100893864,0.714336313
2012-01-07 12:00:00,2012-01-08 23:00:00,0.853961087,6.219576509,0.868360216,9.057341368,1.357601016
2012-01-07 12:00:00,2012-01-09 00:00:00,0.504557831,6.388122217,0.355445885,9.095517013,0.745315067
2012-01-08 12:00:00,2012-01-09 01:00:00,0.725589689,6.474846174,-0.024236903,9.110968698,0.012476433
2012-01-08 12:00:00,2012-01-09 02:00:00,0.783291024,6.637078888,-0.368689598,9.404752982,-0.401457874
2012-01-08 12:00:00,2012-01-09 03:00:00,0.746828297,6.434911967,-0.606890745,9.157934212,-0.777926594
2012-01-08 12:00:00,2012-01-09 04:00:00,0.776712686,6.550970755,-0.849539631,9.277346532,-1.203946574
2012-01-08 12:00:00,2012-01-09 05:00:00,0.675594392,7.325943952,-0.269850948,10.34256438,-0.429859206
2012-01-08 12:00:00,2012-01-09 06:00:00,0.823888708,7.024773478,0.008379852,9.955348698,-0.000817807
2012-01-08 12:00:00,2012-01-09 07:00:00,0.85189361,7.406644328,0.684930412,10.66732592,1.024651563
2012-01-08 12:00:00,2012-01-09 08:00:00,0.752466852,6.892075437,0.526788572,10.24013959,0.946698971
2012-01-08 12:00:00,2012-01-09 09:00:00,0.671741361,6.533915521,0.801560019,10.45398257,1.368488966
2012-01-08 12:00:00,2012-01-09 10:00:00,0.723146306,5.409518016,0.485276339,8.848161668,0.932800447
2012-01-08 12:00:00,2012-01-09 11:00:00,0.818062191,4.771402673,-0.41909731,7.938329726,-0.533795996
2012-01-08 12:00:00,2012-01-09 12:00:00,0.617329181,4.722316878,-0.4418302,7.606573323,-0.651631309
2012-01-08 12:00:00,2012-01-09 13:00:00,0.611126764,4.973985576,0.425478956,7.847896128,0.875997783
2012-01-08 12:00:00,2012-01-09 14:00:00,0.467343283,5.00060838,0.923131559,7.875375951,1.509891342
2012-01-08 12:00:00,2012-01-09 15:00:00,0.549102507,4.780554262,1.136623043,7.624560116,1.870648687
2012-01-08 12:00:00,2012-01-09 16:00:00,0.636970195,4.059242655,1.404475785,6.85262692,2.511793651
2012-01-08 12:00:00,2012-01-09 17:00:00,0.627384625,3.546337689,1.457354463,5.787409073,2.668303119
2012-01-08 12:00:00,2012-01-09 18:00:00,0.6562353,3.33834703,1.369882258,5.635520599,2.591559094
2012-01-08 12:00:00,2012-01-09 19:00:00,0.537637439,2.995578423,1.296741657,5.666497853,2.766801355
2012-01-08 12:00:00,2012-01-09 20:00:00,0.468564973,3.144083754,1.074848887,5.591552883,2.309358625
2012-01-08 12:00:00,2012-01-09 21:00:00,0.405694941,3.629949934,0.925108332,5.538092137,1.735893431
2012-01-08 12:00:00,2012-01-09 22:00:00,0.612724345,4.772234636,1.800818772,6.780679748,2.758945668
2012-01-08 12:00:00,2012-01-09 23:00:00,0.58321585,4.567571827,1.438080926,6.47190647,2.228988898
2012-01-08 12:00:00,2012-01-10 00:00:00,0.514989184,4.814248749,1.261159743,6.756197725,1.904488572
2012-01-09 12:00:00,2012-01-10 01:00:00,0.452213134,5.523344002,1.094588861,7.924149109,1.711659983
2012-01-09 12:00:00,2012-01-10 02:00:00,0.572408593,6.603053913,0.835383759,9.291948763,1.301629248
2012-01-09 12:00:00,2012-01-10 03:00:00,0.809510372,6.808031051,0.710048883,9.776895913,1.167318248
2012-01-09 12:00:00,2012-01-10 04:00:00,0.626538845,6.801075739,0.091460623,9.82315241,0.27737138
2012-01-09 12:00:00,2012-01-10 05:00:00,0.672869072,6.587915881,-0.148876864,9.67045623,0.012025258
2012-01-09 12:00:00,2012-01-10 06:00:00,0.885443066,7.348499711,0.868177472,10.68262797,1.268870468
2012-01-09 12:00:00,2012-01-10 07:00:00,0.94239261,7.177071725,2.006074394,10.6736751,3.411840688
2012-01-09 12:00:00,2012-01-10 08:00:00,0.862606883,6.380893064,1.091893487,9.76147708,1.832321491
2012-01-09 12:00:00,2012-01-10 09:00:00,0.920214242,5.729957683,0.423440815,9.005456908,0.808063623
2012-01-09 12:00:00,2012-01-10 10:00:00,0.972558937,5.184170256,-0.104403198,8.905483188,0.030042587
2012-01-09 12:00:00,2012-01-10 11:00:00,0.965510732,4.854815773,-0.853267852,8.533939064,-1.261199341
2012-01-09 12:00:00,2012-01-10 12:00:00,0.990226475,5.76718906,-1.179857296,9.707262476,-1.942035995
2012-01-09 12:00:00,2012-01-10 13:00:00,0.991542145,5.810557476,-1.449394664,9.904225626,-2.039766357
2012-01-09 12:00:00,2012-01-10 14:00:00,0.99830843,5.790918948,-1.081476157,9.895770137,-1.533643199
2012-01-09 12:00:00,2012-01-10 15:00:00,0.993421666,6.293747095,0.202420173,10.36728798,0.575476282
2012-01-09 12:00:00,2012-01-10 16:00:00,0.996334923,6.830942667,1.414439871,11.01836062,2.517525982
2012-01-09 12:00:00,2012-01-10 17:00:00,0.982896315,6.922179996,1.96070227,11.33569014,3.268794013
2012-01-09 12:00:00,2012-01-10 18:00:00,0.987031282,6.486859289,2.494835488,10.68511488,4.241183813
2012-01-09 12:00:00,2012-01-10 19:00:00,0.990602371,6.582597113,4.176748664,10.21011537,6.425102509
2012-01-09 12:00:00,2012-01-10 20:00:00,0.990508395,5.800329076,4.640802166,9.214357219,7.589131174
2012-01-09 12:00:00,2012-01-10 21:00:00,0.983836081,5.739367811,5.562619965,9.113388735,8.955718297
2012-01-09 12:00:00,2012-01-10 22:00:00,0.979701124,5.294636976,5.932335388,8.126086076,9.237443809
2012-01-09 12:00:00,2012-01-10 23:00:00,0.97190111,4.520960795,6.488930053,6.693626802,9.798164934
2012-01-09 12:00:00,2012-01-11 00:00:00,0.912790127,4.597060091,7.282717602,6.623495984,10.69466356
2012-01-10 12:00:00,2012-01-11 01:00:00,0.92284555,4.093565632,7.602277237,5.773927055,10.99841935
2012-01-10 12:00:00,2012-01-11 02:00:00,0.797293476,3.780868453,7.103676814,5.325111792,10.14211066
