"ISSUEdtm","TARGETdtm","Power","CloudCover","U10","V10","T2","SurfaceRad"
2012-04-04 12:00:00,2012-04-05 09:00:00,6.41e-05,0.053314209,-1.801319122,-1.140231133,292.1333008,0
2012-04-04 12:00:00,2012-04-05 10:00:00,0,0.046112061,-2.277619362,-0.392104149,291.1401367,0
2012-04-04 12:00:00,2012-04-05 11:00:00,0,0.138580322,-2.343209267,-0.060688972,290.2980957,0
2012-04-04 12:00:00,2012-04-05 12:00:00,0,0.153213501,-1.854221344,0.230442047,289.3503418,0
2012-04-04 12:00:00,2012-04-05 13:00:00,0,0.089691162,-1.450204849,0.814248085,288.2937012,0
2012-04-04 12:00:00,2012-04-05 14:00:00,0,0.078826904,-1.293736458,1.136377335,287.598877,0
2012-04-04 12:00:00,2012-04-05 15:00:00,0,0.151885986,-1.167197227,0.95266819,287.6252441,0
2012-04-04 12:00:00,2012-04-05 16:00:00,0,0.135559082,-1.218704224,1.066754341,287.0065918,0
2012-04-04 12:00:00,2012-04-05 17:00:00,0,0.152648926,-1.04784584,1.185034752,286.6364746,0
2012-04-04 12:00:00,2012-04-05 18:00:00,0,0.18661499,-1.013585091,1.261163712,286.1865234,0
2012-04-04 12:00:00,2012-04-05 19:00:00,0,0.194366455,-0.952600479,1.193256378,286.2133789,0
2012-04-04 12:00:00,2012-04-05 20:00:00,0,0.270050049,-1.003707886,1.385773659,285.628418,0
2012-04-04 12:00:00,2012-04-05 21:00:00,0.015897436,0.210449219,-0.711614609,1.103033066,286.7290039,17.6688888888889
2012-04-04 12:00:00,2012-04-05 22:00:00,0.196153846,0.236495972,-1.269030571,0.735164642,288.8203125,176.028888888889
2012-04-04 12:00:00,2012-04-05 23:00:00,0.573717949,0.134017944,-1.131651878,-0.104237557,290.652832,378.233888888889
2012-04-05 12:00:00,2012-04-06 00:00:00,0.665961538,0.041412354,-1.092358589,-0.636347771,292.0478516,504.985833333333
2012-04-05 12:00:00,2012-04-06 01:00:00,0.765705128,0.033630371,-0.530202866,-1.497364998,294.0063477,625.482083333333
2012-04-05 12:00:00,2012-04-06 02:00:00,0.685769231,0.117889404,0.347594261,-2.276397705,295.4501953,745.978333333333
2012-04-05 12:00:00,2012-04-06 03:00:00,0.592051282,0.452758789,1.775917053,-2.699770927,296.3278809,664.4675
2012-04-05 12:00:00,2012-04-06 04:00:00,0.57025641,1,2.369630814,-2.508481979,296.5,465.871111111111
2012-04-05 12:00:00,2012-04-06 05:00:00,0.401153846,0.98739624,2.191403389,-2.405546188,296.2231445,289.102777777778
2012-04-05 12:00:00,2012-04-06 06:00:00,0.211410256,0.941725075,2.275777817,-2.539503098,296.4702148,314.473333333333
2012-04-05 12:00:00,2012-04-06 07:00:00,0.073846154,0.888637424,1.371965408,-1.80443573,295.2971191,148.179722222222
2012-04-05 12:00:00,2012-04-06 08:00:00,0.017371795,0.968626678,1.414550781,-1.694457054,293.520752,30.0266666666667
2012-04-05 12:00:00,2012-04-06 09:00:00,6.41e-05,0.891421497,1.2977705,-1.700605392,292.5893555,0
2012-04-05 12:00:00,2012-04-06 10:00:00,0,0.999031007,1.162963867,-1.870576859,291.3737793,0
2012-04-05 12:00:00,2012-04-06 11:00:00,0,1,0.910897255,-2.242650986,290.9094238,0
2012-04-05 12:00:00,2012-04-06 12:00:00,0,0.994219184,0.967316628,-2.66602993,290.8898926,0
2012-04-05 12:00:00,2012-04-06 13:00:00,0,0.617780924,1.407344818,-2.704147339,290.7421875,0
2012-04-05 12:00:00,2012-04-06 14:00:00,0,0.753984511,2.128288269,-2.42766571,290.6555176,0
2012-04-05 12:00:00,2012-04-06 15:00:00,0,0.824641705,2.799093246,-2.388338089,290.9294434,0
2012-04-05 12:00:00,2012-04-06 16:00:00,0,0.343079686,3.923478127,-1.819106102,290.7749023,0
2012-04-05 12:00:00,2012-04-06 17:00:00,0,0.383270264,4.13242054,-0.199350357,289.8491211,0
2012-04-05 12:00:00,2012-04-06 18:00:00,0,0.352752686,3.394238472,0.282260895,288.7648926,0
2012-04-05 12:00:00,2012-04-06 19:00:00,0,0,2.638450623,-0.437296867,287.4858398,0
2012-04-05 12:00:00,2012-04-06 20:00:00,0,0,2.842995644,-0.634771347,286.1608887,0
2012-04-05 12:00:00,2012-04-06 21:00:00,0.0125,0,2.334516525,-0.585645676,284.9162598,19.2430555555556
2012-04-05 12:00:00,2012-04-06 22:00:00,0.248333333,0,2.046388626,-0.634778976,286.7661133,201.296111111111
2012-04-05 12:00:00,2012-04-06 23:00:00,0.646666667,0,0.984120369,-0.440719307,288.3752441,415.130555555556
2012-04-06 12:00:00,2012-04-07 00:00:00,0.78025641,0,0.373238564,-0.86402911,289.9277344,598.998333333333
2012-04-06 12:00:00,2012-04-07 01:00:00,0.829423077,0,2.197602272,-1.310305595,291.6594238,699.708472222222
2012-04-06 12:00:00,2012-04-07 02:00:00,0.813589744,0,2.084272385,-1.605901718,292.8220215,800.418611111111
2012-04-06 12:00:00,2012-04-07 03:00:00,0.758076923,0,2.004965782,-1.804682732,293.5935059,803.802222222222
2012-04-06 12:00:00,2012-04-07 04:00:00,0.641538462,0,1.831564903,-2.119558334,293.9663086,739.3425
2012-04-06 12:00:00,2012-04-07 05:00:00,0.4725,0,2.420876503,-2.739507675,293.6791992,612.125555555556
2012-04-06 12:00:00,2012-04-07 06:00:00,0.248782051,0,2.35439682,-2.389270782,292.7910156,434.490833333333
2012-04-06 12:00:00,2012-04-07 07:00:00,0.056217949,0,1.291649818,-1.978932381,291.229248,227.279722222222
2012-04-06 12:00:00,2012-04-07 08:00:00,0.009166667,0,1.088053703,-1.986083031,288.0180664,33.2086111111111
2012-04-06 12:00:00,2012-04-07 09:00:00,6.41e-05,0,0.656002998,-1.890786171,286.0532227,0
2012-04-06 12:00:00,2012-04-07 10:00:00,0,0,-0.581911087,-1.733222008,284.527832,0
2012-04-06 12:00:00,2012-04-07 11:00:00,0,0,-1.831729889,-1.113746643,283.8623047,0
2012-04-06 12:00:00,2012-04-07 12:00:00,0,0.003356934,-2.378716469,-0.4944067,283.729248,0
2012-04-06 12:00:00,2012-04-07 13:00:00,0,0.038513184,-2.144875526,-0.393280029,283.4145508,0
2012-04-06 12:00:00,2012-04-07 14:00:00,0,0.905548096,-2.03579998,-0.087438583,282.7062988,0
2012-04-06 12:00:00,2012-04-07 15:00:00,0,0.773345947,-1.892835617,0.213271141,282.7124023,0
2012-04-06 12:00:00,2012-04-07 16:00:00,0,0.525878906,-1.644645691,-0.005056381,283.3776855,0
2012-04-06 12:00:00,2012-04-07 17:00:00,0,0.555603027,-1.546147346,-0.351885796,283.5458984,0
2012-04-06 12:00:00,2012-04-07 18:00:00,0,0.599700928,-1.477897644,-0.531654358,283.8894043,0
2012-04-06 12:00:00,2012-04-07 19:00:00,0,0.907104492,-1.268211365,-0.634123802,283.9750977,0
2012-04-06 12:00:00,2012-04-07 20:00:00,0,0.697753906,-1.183460236,-0.648685455,284.1721191,0
2012-04-06 12:00:00,2012-04-07 21:00:00,0.009166667,0.773263276,-1.019070625,-0.68180275,284.1210938,13.0611111111111
2012-04-06 12:00:00,2012-04-07 22:00:00,0.101410256,0.865937352,-1.10395813,-1.50274086,285.7575684,105.19
2012-04-06 12:00:00,2012-04-07 23:00:00,0.314615385,0.990659297,-0.214148521,-3.744122505,287.8981934,254.229166666667
2012-04-07 12:00:00,2012-04-08 00:00:00,0.269102564,1,1.445681572,-4.045055389,289.1730957,260.853333333333
2012-04-07 12:00:00,2012-04-08 01:00:00,0.362820513,1.000006676,1.11882782,-3.455931664,289.5163574,254.002248263889
2012-04-07 12:00:00,2012-04-08 02:00:00,0.396923077,0.967467785,2.355145454,-3.560808182,290.7766113,247.151163194444
2012-04-07 12:00:00,2012-04-08 03:00:00,0.565576923,0.924598217,3.289752007,-3.921551704,291.0976562,284.549722222222
2012-04-07 12:00:00,2012-04-08 04:00:00,0.454294872,0.988287032,4.14501667,-3.971236229,291.564209,503.888055555556
2012-04-07 12:00:00,2012-04-08 05:00:00,0.442948718,0.955702364,4.65713501,-3.120922089,290.9887695,393.2675
2012-04-07 12:00:00,2012-04-08 06:00:00,0.219935897,0.904334366,4.508517265,-2.304724693,290.0922852,300.723888888889
2012-04-07 12:00:00,2012-04-08 07:00:00,0.060320513,0.929729521,3.980539322,-1.616467476,288.810791,149.670277777778
2012-04-07 12:00:00,2012-04-08 08:00:00,0.011730769,0.974032939,3.605610847,-1.358618736,287.3144531,22.565
2012-04-07 12:00:00,2012-04-08 09:00:00,0,0.888458252,3.842373848,-1.283725739,286.0629883,0
2012-04-07 12:00:00,2012-04-08 10:00:00,0,0.005340576,3.795237541,-0.923979759,284.9282227,0
2012-04-07 12:00:00,2012-04-08 11:00:00,0,0.009002686,3.539142609,-0.408912659,283.7209473,0
2012-04-07 12:00:00,2012-04-08 12:00:00,0,0.015396118,3.288638115,-0.198368073,282.9433594,0
2012-04-07 12:00:00,2012-04-08 13:00:00,0,0,3.199251175,-0.274559021,282.4597168,0
2012-04-07 12:00:00,2012-04-08 14:00:00,0,0,3.315901756,-0.359243393,282.1975098,0
2012-04-07 12:00:00,2012-04-08 15:00:00,0,0,3.586881638,-0.379914284,281.9851074,0
2012-04-07 12:00:00,2012-04-08 16:00:00,0,0,3.683226585,-0.151685715,281.7141113,0
2012-04-07 12:00:00,2012-04-08 17:00:00,0,0,3.516405106,0.083708763,281.3566895,0
2012-04-07 12:00:00,2012-04-08 18:00:00,0,0,3.231019974,0.126543999,281.0378418,0
2012-04-07 12:00:00,2012-04-08 19:00:00,0,0,3.015865326,-0.081310272,280.7419434,0
2012-04-07 12:00:00,2012-04-08 20:00:00,0,0,2.847166061,-0.352404594,280.4628906,0
2012-04-07 12:00:00,2012-04-08 21:00:00,0.010064103,0,2.699562073,-0.66046238,281.0095215,16.6
2012-04-07 12:00:00,2012-04-08 22:00:00,0.180961538,0,3.533377647,-0.822768211,283.2836914,188.012777777778
2012-04-07 12:00:00,2012-04-08 23:00:00,0.650833333,0.103622437,5.443162918,0.778237343,285.2800293,395.038888888889
2012-04-08 12:00:00,2012-04-09 00:00:00,0.57,0.114257813,5.758280754,0.552235603,286.6062012,558.875
2012-04-08 12:00:00,2012-04-09 01:00:00,0.799679487,0.244110107,7.043959618,-0.505292893,287.7556152,613.096111111111
2012-04-08 12:00:00,2012-04-09 02:00:00,0.772179487,0.556243897,7.143340111,-0.614609718,288.239502,667.317222222222
2012-04-08 12:00:00,2012-04-09 03:00:00,0.764358974,0.72341919,7.914916039,-0.408782005,288.3361816,641.950555555556
2012-04-08 12:00:00,2012-04-09 04:00:00,0.662564103,0.749145508,8.027666092,-0.341292381,287.5234375,491.832222222222
2012-04-08 12:00:00,2012-04-09 05:00:00,0.220064103,0.60949707,7.073544502,-0.167383194,286.6105957,251.365833333333
2012-04-08 12:00:00,2012-04-09 06:00:00,0.191602564,0.374481201,6.458950043,0.208794594,286.2922363,299.905
2012-04-08 12:00:00,2012-04-09 07:00:00,0.080192308,0.503601074,5.67355442,0.419929326,285.2539062,168.806111111111
2012-04-08 12:00:00,2012-04-09 08:00:00,0.009935897,0.219604492,4.908146858,0.726364732,284.177002,21.8063888888889
2012-04-08 12:00:00,2012-04-09 09:00:00,0,0.104400635,3.92183876,0.862222612,283.1645508,0
2012-04-08 12:00:00,2012-04-09 10:00:00,0,0.189666748,3.136564255,1.312703133,282.0546875,0
2012-04-08 12:00:00,2012-04-09 11:00:00,0,0.116027832,2.285730362,1.732177734,281.1396484,0
2012-04-08 12:00:00,2012-04-09 12:00:00,0,0.077255249,1.457690239,1.401152611,279.8400879,0
2012-04-08 12:00:00,2012-04-09 13:00:00,0,0,1.291432381,1.390625,278.9250488,0
2012-04-08 12:00:00,2012-04-09 14:00:00,0,0,0.843217135,1.697357178,278.050293,0
2012-04-08 12:00:00,2012-04-09 15:00:00,0,0,0.642865539,1.988744736,277.2714844,0
2012-04-08 12:00:00,2012-04-09 16:00:00,0,0,0.893481135,2.035831451,276.6479492,0
2012-04-08 12:00:00,2012-04-09 17:00:00,0,0,1.070254326,2.038583755,276.1396484,0
2012-04-08 12:00:00,2012-04-09 18:00:00,0,0,0.915397704,2.114415169,276.027832,0
2012-04-08 12:00:00,2012-04-09 19:00:00,0,0.004684448,0.622340858,2.171539307,276.2036133,0
2012-04-08 12:00:00,2012-04-09 20:00:00,0,0.004669189,0.405356407,2.270751953,276.4729004,0
2012-04-08 12:00:00,2012-04-09 21:00:00,0.010320513,0.006362915,0.294033051,2.530039787,277.0769043,15.9416666666667
2012-04-08 12:00:00,2012-04-09 22:00:00,0.176474359,0.004684448,-0.104259491,3.70639801,279.8395996,188.131666666667
2012-04-08 12:00:00,2012-04-09 23:00:00,0.680448718,0,-0.471403122,4.813685417,281.7419434,398.5225
2012-04-09 12:00:00,2012-04-10 00:00:00,0.831153846,0,-0.732067108,4.812169075,283.5080566,580.037222222222
2012-04-09 12:00:00,2012-04-10 01:00:00,0.903974359,0,-0.752819061,3.91368866,284.940918,680.854166666667
2012-04-09 12:00:00,2012-04-10 02:00:00,0.846346154,0.009338379,-0.84168911,3.617388725,286.0483398,781.671111111111
2012-04-09 12:00:00,2012-04-10 03:00:00,0.703269231,0.02406311,-0.936989784,3.622735023,286.8955078,785.575833333333
2012-04-09 12:00:00,2012-04-10 04:00:00,0.650064103,0.046844482,-0.860754967,3.901262283,287.3791504,719.473055555556
2012-04-09 12:00:00,2012-04-10 05:00:00,0.49275641,0.150268555,-0.714103699,4.382455826,287.322998,591.491388888889
2012-04-09 12:00:00,2012-04-10 06:00:00,0.258653846,0.168640137,-1.03845787,4.365320206,286.7666016,405.840555555556
2012-04-09 12:00:00,2012-04-10 07:00:00,0.054166667,0.067581177,-0.998459816,3.217129707,285.5102539,194.898888888889
2012-04-09 12:00:00,2012-04-10 08:00:00,0.008269231,0.028427124,-0.691570282,3.518320084,283.6218262,23.6088888888889
2012-04-09 12:00:00,2012-04-10 09:00:00,0,0.033355713,-0.799695015,4.171139717,282.4555664,0
2012-04-09 12:00:00,2012-04-10 10:00:00,0,0.058319092,-0.977127075,3.80215168,281.390625,0
2012-04-09 12:00:00,2012-04-10 11:00:00,0,0,-1.103471756,3.598599434,280.5715332,0
2012-04-09 12:00:00,2012-04-10 12:00:00,0,0,-1.098753929,3.498263359,279.8398438,0
2012-04-09 12:00:00,2012-04-10 13:00:00,0,0.000976563,-1.069555283,3.158288002,279.1442871,0
2012-04-09 12:00:00,2012-04-10 14:00:00,0,0,-1.015425682,2.764142036,278.625,0
2012-04-09 12:00:00,2012-04-10 15:00:00,0,0,-0.752358437,2.528841972,278.2368164,0
2012-04-09 12:00:00,2012-04-10 16:00:00,0,0,-0.587388039,2.589734077,277.9707031,0
2012-04-09 12:00:00,2012-04-10 17:00:00,0,0,-0.639943123,2.664357185,277.8173828,0
2012-04-09 12:00:00,2012-04-10 18:00:00,0,0,-0.664759636,2.580053329,277.7290039,0
2012-04-09 12:00:00,2012-04-10 19:00:00,0,0,-0.672469139,2.501001358,277.7070312,0
2012-04-09 12:00:00,2012-04-10 20:00:00,0,0,-0.716340065,2.479909897,277.7033691,0
2012-04-09 12:00:00,2012-04-10 21:00:00,0.009615385,0,-0.854627609,2.70554924,278.357666,14.2461111111111
